,city,state_id,state_name,state_name_id
23035,Callaway,MN,Minnesota,Callaway MN
23036,Leonard,ND,North Dakota,Leonard ND
23037,Vina,CA,California,Vina CA
23038,Pavillion,WY,Wyoming,Pavillion WY
23039,Crossgate,KY,Kentucky,Crossgate KY
23040,Goldsboro,MD,Maryland,Goldsboro MD
23041,Darling,MS,Mississippi,Darling MS
23042,Rensselaer,MO,Missouri,Rensselaer MO
23043,Lenora,KS,Kansas,Lenora KS
23044,Oliver,GA,Georgia,Oliver GA
23045,Kistler,WV,West Virginia,Kistler WV
23046,Roosevelt,OK,Oklahoma,Roosevelt OK
23047,Fitzhugh,OK,Oklahoma,Fitzhugh OK
23048,White City,IL,Illinois,White City IL
23049,Grinnell,KS,Kansas,Grinnell KS
23050,Pyatt,AR,Arkansas,Pyatt AR
23051,Pungoteague,VA,Virginia,Pungoteague VA
23052,Page,ND,North Dakota,Page ND
23053,Trent,SD,South Dakota,Trent SD
23054,Scranton,AR,Arkansas,Scranton AR
23055,Paton,IA,Iowa,Paton IA
23056,Greenview,CA,California,Greenview CA
23057,Seneca,OR,Oregon,Seneca OR
23058,Cullomburg,AL,Alabama,Cullomburg AL
23059,Roopville,GA,Georgia,Roopville GA
23060,Plaucheville,LA,Louisiana,Plaucheville LA
23061,Pease,MN,Minnesota,Pease MN
23062,Forsan,TX,Texas,Forsan TX
23063,Yorkana,PA,Pennsylvania,Yorkana PA
23064,Fredonia,AL,Alabama,Fredonia AL
23065,Rockford,ID,Idaho,Rockford ID
23066,Kings Point,MT,Montana,Kings Point MT
23067,Dos Palos Y,CA,California,Dos Palos Y CA
23068,Unionville Center,OH,Ohio,Unionville Center OH
23069,Buckner,AR,Arkansas,Buckner AR
23070,Emma,MO,Missouri,Emma MO
23071,Amsterdam,MO,Missouri,Amsterdam MO
23072,Creston,WA,Washington,Creston WA
23073,Grandin,MO,Missouri,Grandin MO
23074,Nilwood,IL,Illinois,Nilwood IL
23075,Campbell Station,AR,Arkansas,Campbell Station AR
23076,Miguel Barrera,TX,Texas,Miguel Barrera TX
23077,Olancha,CA,California,Olancha CA
23078,Seagrove,NC,North Carolina,Seagrove NC
23079,Darbyville,OH,Ohio,Darbyville OH
23080,Gary,SD,South Dakota,Gary SD
23081,Horn Hill,AL,Alabama,Horn Hill AL
23082,Caroline,WI,Wisconsin,Caroline WI
23083,Orason,TX,Texas,Orason TX
23084,Lexington,GA,Georgia,Lexington GA
23085,St. Francis,AR,Arkansas,St. Francis AR
23086,Benedict,NE,Nebraska,Benedict NE
23087,Summit,UT,Utah,Summit UT
23088,Olar,SC,South Carolina,Olar SC
23089,Pamplin City,VA,Virginia,Pamplin City VA
23090,North Hartland,VT,Vermont,North Hartland VT
23091,Momeyer,NC,North Carolina,Momeyer NC
23092,Catarina,TX,Texas,Catarina TX
23093,Mesa Vista,CA,California,Mesa Vista CA
23094,Elrosa,MN,Minnesota,Elrosa MN
23095,Holcombe,WI,Wisconsin,Holcombe WI
23096,Spring Lake,IN,Indiana,Spring Lake IN
23097,Keene,CA,California,Keene CA
23098,Kirbyville,MO,Missouri,Kirbyville MO
23099,Barrera,TX,Texas,Barrera TX
23100,Omaha,IL,Illinois,Omaha IL
23101,Sperryville,VA,Virginia,Sperryville VA
23102,Willow Hill,IL,Illinois,Willow Hill IL
23103,Napoleon,IN,Indiana,Napoleon IN
23104,Clam Gulch,AK,Alaska,Clam Gulch AK
23105,Walnut,KS,Kansas,Walnut KS
23106,Kite,GA,Georgia,Kite GA
23107,Fort Laramie,WY,Wyoming,Fort Laramie WY
23108,Lima,MT,Montana,Lima MT
23109,Frontenac,MN,Minnesota,Frontenac MN
23110,Phippsburg,CO,Colorado,Phippsburg CO
23111,Smithland,IA,Iowa,Smithland IA
23112,Cedar Hill Lakes,MO,Missouri,Cedar Hill Lakes MO
23113,Packwood,IA,Iowa,Packwood IA
23114,Lake Wilson,MN,Minnesota,Lake Wilson MN
23115,New Columbus,PA,Pennsylvania,New Columbus PA
23116,Glen Campbell,PA,Pennsylvania,Glen Campbell PA
23117,Flensburg,MN,Minnesota,Flensburg MN
23118,Hoople,ND,North Dakota,Hoople ND
23119,Morrill,KS,Kansas,Morrill KS
23120,Creola,LA,Louisiana,Creola LA
23121,Marathon,IA,Iowa,Marathon IA
23122,Bakersfield,MO,Missouri,Bakersfield MO
23123,Point Lay,AK,Alaska,Point Lay AK
23124,La Presa,TX,Texas,La Presa TX
23125,Ambia,IN,Indiana,Ambia IN
23126,Belknap,MT,Montana,Belknap MT
23127,Reading,KS,Kansas,Reading KS
23128,Waldorf,MN,Minnesota,Waldorf MN
23129,Valle Crucis,NC,North Carolina,Valle Crucis NC
23130,Nebo,KY,Kentucky,Nebo KY
23131,Lanare,CA,California,Lanare CA
23132,Greenwood,IL,Illinois,Greenwood IL
23133,Darden,TN,Tennessee,Darden TN
23134,Sherwood,ND,North Dakota,Sherwood ND
23135,Elbing,KS,Kansas,Elbing KS
23136,Fort Green,FL,Florida,Fort Green FL
23137,Leland,MI,Michigan,Leland MI
23138,Blanford,IN,Indiana,Blanford IN
23139,Gratiot,WI,Wisconsin,Gratiot WI
23140,Sweden Valley,PA,Pennsylvania,Sweden Valley PA
23141,Bonanza Mountain Estates,CO,Colorado,Bonanza Mountain Estates CO
23142,Wakarusa,KS,Kansas,Wakarusa KS
23143,Blue,OK,Oklahoma,Blue OK
23144,Gila,NM,New Mexico,Gila NM
23145,Corinth,KY,Kentucky,Corinth KY
23146,East Pleasant View,CO,Colorado,East Pleasant View CO
23147,Asbury,NJ,New Jersey,Asbury NJ
23148,Snake Creek,OK,Oklahoma,Snake Creek OK
23149,Ravenna,TX,Texas,Ravenna TX
23150,Louisville,KS,Kansas,Louisville KS
23151,Elba,NE,Nebraska,Elba NE
23152,Munson,FL,Florida,Munson FL
23153,Rexford,KS,Kansas,Rexford KS
23154,Avera,GA,Georgia,Avera GA
23155,Maxeys,GA,Georgia,Maxeys GA
23156,Three Mile Bay,NY,New York,Three Mile Bay NY
23157,Nisland,SD,South Dakota,Nisland SD
23158,Salladasburg,PA,Pennsylvania,Salladasburg PA
23159,Griffithville,AR,Arkansas,Griffithville AR
23160,Robinson,KS,Kansas,Robinson KS
23161,Forest City,IL,Illinois,Forest City IL
23162,Henrieville,UT,Utah,Henrieville UT
23163,Detroit,OR,Oregon,Detroit OR
23164,East Hope,ID,Idaho,East Hope ID
23165,Minnewaukan,ND,North Dakota,Minnewaukan ND
23166,Twilight,PA,Pennsylvania,Twilight PA
23167,Kawela Bay,HI,Hawaii,Kawela Bay HI
23168,Troutville,PA,Pennsylvania,Troutville PA
23169,Lane,KS,Kansas,Lane KS
23170,Fronton,TX,Texas,Fronton TX
23171,Ballantine,MT,Montana,Ballantine MT
23172,Pollock,SD,South Dakota,Pollock SD
23173,Rifton,NY,New York,Rifton NY
23174,Owendale,MI,Michigan,Owendale MI
23175,Portersville,PA,Pennsylvania,Portersville PA
23176,Mehama,OR,Oregon,Mehama OR
23177,Painter,VA,Virginia,Painter VA
23178,Lakeview Heights,KY,Kentucky,Lakeview Heights KY
23179,Taylorsville,GA,Georgia,Taylorsville GA
23180,Pottawattamie Park,IN,Indiana,Pottawattamie Park IN
23181,Bethany,PA,Pennsylvania,Bethany PA
23182,Rogers,OH,Ohio,Rogers OH
23183,Creedmoor,TX,Texas,Creedmoor TX
23184,Walloon Lake,MI,Michigan,Walloon Lake MI
23185,Dadeville,MO,Missouri,Dadeville MO
23186,Burna,KY,Kentucky,Burna KY
23187,Pymatuning North,PA,Pennsylvania,Pymatuning North PA
23188,Losantville,IN,Indiana,Losantville IN
23189,Cobalt,MO,Missouri,Cobalt MO
23190,Hubbard,NE,Nebraska,Hubbard NE
23191,Mineola,IA,Iowa,Mineola IA
23192,Lake Almanor West,CA,California,Lake Almanor West CA
23193,La Ward,TX,Texas,La Ward TX
23194,Damascus,GA,Georgia,Damascus GA
23195,Whitley Gardens,CA,California,Whitley Gardens CA
23196,Goodman,WI,Wisconsin,Goodman WI
23197,Mackville,KY,Kentucky,Mackville KY
23198,Pineville,AR,Arkansas,Pineville AR
23199,Owaneco,IL,Illinois,Owaneco IL
23200,Pickstown,SD,South Dakota,Pickstown SD
23201,Lignite,ND,North Dakota,Lignite ND
23202,Curryville,MO,Missouri,Curryville MO
23203,New Providence,IA,Iowa,New Providence IA
23204,Craig,MO,Missouri,Craig MO
23205,Tetlin,AK,Alaska,Tetlin AK
23206,Wachapreague,VA,Virginia,Wachapreague VA
23207,Harrisville,OH,Ohio,Harrisville OH
23208,Fostoria,IA,Iowa,Fostoria IA
23209,Healy,KS,Kansas,Healy KS
23210,Madisonburg,PA,Pennsylvania,Madisonburg PA
23211,Washta,IA,Iowa,Washta IA
23212,Olds,IA,Iowa,Olds IA
23213,Keystone,WV,West Virginia,Keystone WV
23214,Mentor,KY,Kentucky,Mentor KY
23215,Harrison,NE,Nebraska,Harrison NE
23216,Marland,OK,Oklahoma,Marland OK
23217,Medicine Lake,MT,Montana,Medicine Lake MT
23218,Bourneville,OH,Ohio,Bourneville OH
23219,Hanover,VA,Virginia,Hanover VA
23220,Noxon,MT,Montana,Noxon MT
23221,Bath,SD,South Dakota,Bath SD
23222,Burnside,PA,Pennsylvania,Burnside PA
23223,Lostine,OR,Oregon,Lostine OR
23224,Riverdale,ND,North Dakota,Riverdale ND
23225,Kelford,NC,North Carolina,Kelford NC
23226,Rupert,PA,Pennsylvania,Rupert PA
23227,Dudley,MO,Missouri,Dudley MO
23228,Dougherty,OK,Oklahoma,Dougherty OK
23229,Jensen,UT,Utah,Jensen UT
23230,Uehling,NE,Nebraska,Uehling NE
23231,Winger,MN,Minnesota,Winger MN
23232,Mineral,IL,Illinois,Mineral IL
23233,De Kalb,MO,Missouri,De Kalb MO
23234,Mountain Meadows,CO,Colorado,Mountain Meadows CO
23235,Bryce Canyon City,UT,Utah,Bryce Canyon City UT
23236,Buckland,OH,Ohio,Buckland OH
23237,Norwood,GA,Georgia,Norwood GA
23238,Chester,NE,Nebraska,Chester NE
23239,Malden-on-Hudson,NY,New York,Malden-on-Hudson NY
23240,Gilmore,MD,Maryland,Gilmore MD
23241,West Havre,MT,Montana,West Havre MT
23242,Greenwald,MN,Minnesota,Greenwald MN
23243,Sheppton,PA,Pennsylvania,Sheppton PA
23244,Harborton,VA,Virginia,Harborton VA
23245,Burdett,KS,Kansas,Burdett KS
23246,Lismore,MN,Minnesota,Lismore MN
23247,Heflin,LA,Louisiana,Heflin LA
23248,Hills and Dales,OH,Ohio,Hills and Dales OH
23249,North Star,OH,Ohio,North Star OH
23250,Berger,MO,Missouri,Berger MO
23251,Rutledge,MN,Minnesota,Rutledge MN
23252,East Salem,PA,Pennsylvania,East Salem PA
23253,Ruthton,MN,Minnesota,Ruthton MN
23254,Taylors Island,MD,Maryland,Taylors Island MD
23255,Smithfield,IL,Illinois,Smithfield IL
23256,Campbellton,FL,Florida,Campbellton FL
23257,Andersonville,GA,Georgia,Andersonville GA
23258,Lake Ka-Ho,IL,Illinois,Lake Ka-Ho IL
23259,Jeddito,AZ,Arizona,Jeddito AZ
23260,Skykomish,WA,Washington,Skykomish WA
23261,Gratiot,OH,Ohio,Gratiot OH
23262,Clatonia,NE,Nebraska,Clatonia NE
23263,Highland Park,FL,Florida,Highland Park FL
23264,Glacier View,AK,Alaska,Glacier View AK
23265,Chunchula,AL,Alabama,Chunchula AL
23266,Goose Lake,IA,Iowa,Goose Lake IA
23267,Navarro,TX,Texas,Navarro TX
23268,Jewett,IL,Illinois,Jewett IL
23269,Lineville,IA,Iowa,Lineville IA
23270,Caney City,TX,Texas,Caney City TX
23271,Meta,MO,Missouri,Meta MO
23272,Hanksville,UT,Utah,Hanksville UT
23273,Clear Lake,IL,Illinois,Clear Lake IL
23274,Hanlontown,IA,Iowa,Hanlontown IA
23275,McCook,IL,Illinois,McCook IL
23276,Aleknagik,AK,Alaska,Aleknagik AK
23277,Wyola,MT,Montana,Wyola MT
23278,Detroit,AL,Alabama,Detroit AL
23279,Askewville,NC,North Carolina,Askewville NC
23280,Waukau,WI,Wisconsin,Waukau WI
23281,Sun Valley Lake,IA,Iowa,Sun Valley Lake IA
23282,Lynch,NE,Nebraska,Lynch NE
23283,Moore Station,TX,Texas,Moore Station TX
23284,El Portal,CA,California,El Portal CA
23285,Sumner,NE,Nebraska,Sumner NE
23286,Landisburg,PA,Pennsylvania,Landisburg PA
23287,Preston,MO,Missouri,Preston MO
23288,Wahkon,MN,Minnesota,Wahkon MN
23289,Gorham,IL,Illinois,Gorham IL
23290,Stuckey,SC,South Carolina,Stuckey SC
23291,Welch,TX,Texas,Welch TX
23292,Bladen,NE,Nebraska,Bladen NE
23293,Fisher,LA,Louisiana,Fisher LA
23294,Thedford,NE,Nebraska,Thedford NE
23295,Calvin,LA,Louisiana,Calvin LA
23296,Pescadero,CA,California,Pescadero CA
23297,Houstonia,MO,Missouri,Houstonia MO
23298,Gilman,MN,Minnesota,Gilman MN
23299,East Enterprise,IN,Indiana,East Enterprise IN
23300,Belle Valley,OH,Ohio,Belle Valley OH
23301,Teasdale,UT,Utah,Teasdale UT
23302,Hornick,IA,Iowa,Hornick IA
23303,Furman,SC,South Carolina,Furman SC
23304,Van Dyne,WI,Wisconsin,Van Dyne WI
23305,Posen,MI,Michigan,Posen MI
23306,Merom,IN,Indiana,Merom IN
23307,Oakland,KY,Kentucky,Oakland KY
23308,Surry,VA,Virginia,Surry VA
23309,Loma Linda West,TX,Texas,Loma Linda West TX
23310,Stinesville,IN,Indiana,Stinesville IN
23311,Wabbaseka,AR,Arkansas,Wabbaseka AR
23312,Douglassville,TX,Texas,Douglassville TX
23313,Madrid,NM,New Mexico,Madrid NM
23314,Fieldon,IL,Illinois,Fieldon IL
23315,Donnelly,ID,Idaho,Donnelly ID
23316,Imlay,NV,Nevada,Imlay NV
23317,Valley Hi,OH,Ohio,Valley Hi OH
23318,Manchester,CA,California,Manchester CA
23319,Jamaica,IA,Iowa,Jamaica IA
23320,Windsor,FL,Florida,Windsor FL
23321,Joplin,MT,Montana,Joplin MT
23322,Clarksville,PA,Pennsylvania,Clarksville PA
23323,Sandyville,OH,Ohio,Sandyville OH
23324,Olsburg,KS,Kansas,Olsburg KS
23325,Phoenicia,NY,New York,Phoenicia NY
23326,Bates City,MO,Missouri,Bates City MO
23327,Mendota,MN,Minnesota,Mendota MN
23328,Cusick,WA,Washington,Cusick WA
23329,Russell,AR,Arkansas,Russell AR
23330,Tustin,MI,Michigan,Tustin MI
23331,Limestone,FL,Florida,Limestone FL
23332,Smoot,WY,Wyoming,Smoot WY
23333,Kenefic,OK,Oklahoma,Kenefic OK
23334,Delmont,SD,South Dakota,Delmont SD
23335,Cushing,IA,Iowa,Cushing IA
23336,Zap,ND,North Dakota,Zap ND
23337,Lakeline,OH,Ohio,Lakeline OH
23338,Jet,OK,Oklahoma,Jet OK
23339,Cuyamungue Grant,NM,New Mexico,Cuyamungue Grant NM
23340,Stotts City,MO,Missouri,Stotts City MO
23341,Graball,TN,Tennessee,Graball TN
23342,Hartstown,PA,Pennsylvania,Hartstown PA
23343,Riley,IN,Indiana,Riley IN
23344,Scotsdale,MO,Missouri,Scotsdale MO
23345,Upper Stewartsville,NJ,New Jersey,Upper Stewartsville NJ
23346,Whitesboro,OK,Oklahoma,Whitesboro OK
23347,Ardencroft,DE,Delaware,Ardencroft DE
23348,Seven Devils,NC,North Carolina,Seven Devils NC
23349,Cleghorn,IA,Iowa,Cleghorn IA
23350,Harrison,ID,Idaho,Harrison ID
23351,Rockdale,WI,Wisconsin,Rockdale WI
23352,Idaville,PA,Pennsylvania,Idaville PA
23353,Chugcreek,WY,Wyoming,Chugcreek WY
23354,Hollansburg,OH,Ohio,Hollansburg OH
23355,Taylorstown,PA,Pennsylvania,Taylorstown PA
23356,Ford,KS,Kansas,Ford KS
23357,Virginia City,MT,Montana,Virginia City MT
23358,Perrin,TX,Texas,Perrin TX
23359,Currie,MN,Minnesota,Currie MN
23360,Shamrock Lakes,IN,Indiana,Shamrock Lakes IN
23361,Hecla,SD,South Dakota,Hecla SD
23362,Wellington,IL,Illinois,Wellington IL
23363,Mount Hope,WI,Wisconsin,Mount Hope WI
23364,Dixon,MT,Montana,Dixon MT
23365,Ludlow Falls,OH,Ohio,Ludlow Falls OH
23366,Desert Center,CA,California,Desert Center CA
23367,Toad Hop,IN,Indiana,Toad Hop IN
23368,Jenera,OH,Ohio,Jenera OH
23369,Asbury,MO,Missouri,Asbury MO
23370,Victor,CA,California,Victor CA
23371,Gantt,AL,Alabama,Gantt AL
23372,Wilson Creek,WA,Washington,Wilson Creek WA
23373,Livingston,KY,Kentucky,Livingston KY
23374,Slickville,PA,Pennsylvania,Slickville PA
23375,Weyerhaeuser,WI,Wisconsin,Weyerhaeuser WI
23376,Old Harbor,AK,Alaska,Old Harbor AK
23377,Paxico,KS,Kansas,Paxico KS
23378,Avalon,GA,Georgia,Avalon GA
23379,Roswell,OH,Ohio,Roswell OH
23380,Virgie,KY,Kentucky,Virgie KY
23381,Williamson,IL,Illinois,Williamson IL
23382,South Shore,SD,South Dakota,South Shore SD
23383,McIntosh,AL,Alabama,McIntosh AL
23384,Gasconade,MO,Missouri,Gasconade MO
23385,Hebron,TX,Texas,Hebron TX
23386,Oden,AR,Arkansas,Oden AR
23387,Camp Sherman,OR,Oregon,Camp Sherman OR
23388,Pine Hill,NY,New York,Pine Hill NY
23389,Grand River,IA,Iowa,Grand River IA
23390,Southern Ute,CO,Colorado,Southern Ute CO
23391,Florida,OH,Ohio,Florida OH
23392,Meansville,GA,Georgia,Meansville GA
23393,Coffee Springs,AL,Alabama,Coffee Springs AL
23394,Dennison,MN,Minnesota,Dennison MN
23395,Long Point,IL,Illinois,Long Point IL
23396,Thurman,IA,Iowa,Thurman IA
23397,Bluffton,MN,Minnesota,Bluffton MN
23398,Elderon,WI,Wisconsin,Elderon WI
23399,Mantee,MS,Mississippi,Mantee MS
23400,New Burnside,IL,Illinois,New Burnside IL
23401,Hambleton,WV,West Virginia,Hambleton WV
23402,Sheldon,WI,Wisconsin,Sheldon WI
23403,Mellette,SD,South Dakota,Mellette SD
23404,Jesterville,MD,Maryland,Jesterville MD
23405,Bier,MD,Maryland,Bier MD
23406,Cherokee Strip,CA,California,Cherokee Strip CA
23407,Lower Santan Village,AZ,Arizona,Lower Santan Village AZ
23408,Napoleon,MO,Missouri,Napoleon MO
23409,Straughn,IN,Indiana,Straughn IN
23410,Phenix,VA,Virginia,Phenix VA
23411,Frontier,ND,North Dakota,Frontier ND
23412,Seibert,CO,Colorado,Seibert CO
23413,Garland,NE,Nebraska,Garland NE
23414,Fisher,AR,Arkansas,Fisher AR
23415,Pierrepont Manor,NY,New York,Pierrepont Manor NY
23416,Lutsen,MN,Minnesota,Lutsen MN
23417,Villa Verde,TX,Texas,Villa Verde TX
23418,Northrop,MN,Minnesota,Northrop MN
23419,Carroll,NE,Nebraska,Carroll NE
23420,Bryant,IL,Illinois,Bryant IL
23421,Dunmor,KY,Kentucky,Dunmor KY
23422,Ocean City,WA,Washington,Ocean City WA
23423,Realitos,TX,Texas,Realitos TX
23424,Oxbow Estates,AZ,Arizona,Oxbow Estates AZ
23425,Deer Park,WI,Wisconsin,Deer Park WI
23426,Stout,IA,Iowa,Stout IA
23427,Bassfield,MS,Mississippi,Bassfield MS
23428,Nehawka,NE,Nebraska,Nehawka NE
23429,Tillar,AR,Arkansas,Tillar AR
23430,Curtiss,WI,Wisconsin,Curtiss WI
23431,Jalapa,IN,Indiana,Jalapa IN
23432,Reliance,SD,South Dakota,Reliance SD
23433,Aline,OK,Oklahoma,Aline OK
23434,Roxobel,NC,North Carolina,Roxobel NC
23435,Gresham,NE,Nebraska,Gresham NE
23436,Beardsley,MN,Minnesota,Beardsley MN
23437,Sunizona,AZ,Arizona,Sunizona AZ
23438,Samoa,CA,California,Samoa CA
23439,Shanksville,PA,Pennsylvania,Shanksville PA
23440,San Luis,NM,New Mexico,San Luis NM
23441,Montrose,GA,Georgia,Montrose GA
23442,Larkspur,CO,Colorado,Larkspur CO
23443,Stanwood,MI,Michigan,Stanwood MI
23444,Danville,GA,Georgia,Danville GA
23445,Delmita,TX,Texas,Delmita TX
23446,St. Charles,AR,Arkansas,St. Charles AR
23447,Woodruff,UT,Utah,Woodruff UT
23448,Little River,CA,California,Little River CA
23449,Elk Garden,WV,West Virginia,Elk Garden WV
23450,Maxwell,NM,New Mexico,Maxwell NM
23451,Parral,OH,Ohio,Parral OH
23452,Mayview,MO,Missouri,Mayview MO
23453,Nanwalek,AK,Alaska,Nanwalek AK
23454,White Shield,ND,North Dakota,White Shield ND
23455,Garden,MI,Michigan,Garden MI
23456,Kansas,AL,Alabama,Kansas AL
23457,Burnett,WI,Wisconsin,Burnett WI
23458,Roy,NM,New Mexico,Roy NM
23459,Magness,AR,Arkansas,Magness AR
23460,Selden,KS,Kansas,Selden KS
23461,Tulare,SD,South Dakota,Tulare SD
23462,La Vina,CA,California,La Vina CA
23463,Wind Ridge,PA,Pennsylvania,Wind Ridge PA
23464,Grygla,MN,Minnesota,Grygla MN
23465,Hornbrook,CA,California,Hornbrook CA
23466,Harvel,IL,Illinois,Harvel IL
23467,Index,WA,Washington,Index WA
23468,Wyaconda,MO,Missouri,Wyaconda MO
23469,Radom,IL,Illinois,Radom IL
23470,Cross Timbers,MO,Missouri,Cross Timbers MO
23471,Hazelton,ND,North Dakota,Hazelton ND
23472,RodrÃ­guez Hevia,PR,Puerto Rico,RodrÃ­guez Hevia PR
23473,Mulberry,SC,South Carolina,Mulberry SC
23474,Hitterdal,MN,Minnesota,Hitterdal MN
23475,Alsey,IL,Illinois,Alsey IL
23476,Huttonsville,WV,West Virginia,Huttonsville WV
23477,Ashville,PA,Pennsylvania,Ashville PA
23478,Aneta,ND,North Dakota,Aneta ND
23479,McNary,LA,Louisiana,McNary LA
23480,Ehrenfeld,PA,Pennsylvania,Ehrenfeld PA
23481,St. Regis,MT,Montana,St. Regis MT
23482,Chickaloon,AK,Alaska,Chickaloon AK
23483,Little Browning,MT,Montana,Little Browning MT
23484,Mesic,NC,North Carolina,Mesic NC
23485,Mobile City,TX,Texas,Mobile City TX
23486,Ollie,IA,Iowa,Ollie IA
23487,Clear Creek,CA,California,Clear Creek CA
23488,Arkansaw,WI,Wisconsin,Arkansaw WI
23489,Colp,IL,Illinois,Colp IL
23490,Vinton,OH,Ohio,Vinton OH
23491,Hardesty,OK,Oklahoma,Hardesty OK
23492,Sylvania,PA,Pennsylvania,Sylvania PA
23493,Joice,IA,Iowa,Joice IA
23494,Keller,WA,Washington,Keller WA
23495,Daviston,AL,Alabama,Daviston AL
23496,Augusta Springs,VA,Virginia,Augusta Springs VA
23497,Jim Falls,WI,Wisconsin,Jim Falls WI
23498,Sand Coulee,MT,Montana,Sand Coulee MT
23499,Organ,NM,New Mexico,Organ NM
23500,Hanging Rock,OH,Ohio,Hanging Rock OH
23501,St. Martin,OH,Ohio,St. Martin OH
23502,Burns,KS,Kansas,Burns KS
23503,Buffalo,KS,Kansas,Buffalo KS
23504,Toronto,SD,South Dakota,Toronto SD
23505,Rake,IA,Iowa,Rake IA
23506,Lucas,IA,Iowa,Lucas IA
23507,Gotebo,OK,Oklahoma,Gotebo OK
23508,Richvale,CA,California,Richvale CA
23509,Daphnedale Park,CA,California,Daphnedale Park CA
23510,Patriot,IN,Indiana,Patriot IN
23511,Bloomington,ID,Idaho,Bloomington ID
23512,Caulksville,AR,Arkansas,Caulksville AR
23513,Magnolia,MN,Minnesota,Magnolia MN
23514,Union,AL,Alabama,Union AL
23515,Burr Oak,IA,Iowa,Burr Oak IA
23516,Morristown,AZ,Arizona,Morristown AZ
23517,Fountain Run,KY,Kentucky,Fountain Run KY
23518,Helena,OH,Ohio,Helena OH
23519,Mount Gretna,PA,Pennsylvania,Mount Gretna PA
23520,Dundee,OH,Ohio,Dundee OH
23521,Washtucna,WA,Washington,Washtucna WA
23522,Big Falls,MN,Minnesota,Big Falls MN
23523,Ida,LA,Louisiana,Ida LA
23524,Ursina,PA,Pennsylvania,Ursina PA
23525,Linden,IA,Iowa,Linden IA
23526,Argyle,GA,Georgia,Argyle GA
23527,Panama,IA,Iowa,Panama IA
23528,Rackerby,CA,California,Rackerby CA
23529,Hatfield,WI,Wisconsin,Hatfield WI
23530,Pocasset,OK,Oklahoma,Pocasset OK
23531,St. Johns,IL,Illinois,St. Johns IL
23532,Walstonburg,NC,North Carolina,Walstonburg NC
23533,Anniston,MO,Missouri,Anniston MO
23534,Woodloch,TX,Texas,Woodloch TX
23535,Pleasant Dale,NE,Nebraska,Pleasant Dale NE
23536,Conconully,WA,Washington,Conconully WA
23537,Ukiah,OR,Oregon,Ukiah OR
23538,Kinderhook,IL,Illinois,Kinderhook IL
23539,Gordon,OH,Ohio,Gordon OH
23540,Gilson,IL,Illinois,Gilson IL
23541,Kossuth,MS,Mississippi,Kossuth MS
23542,Franks Field,WI,Wisconsin,Franks Field WI
23543,Eastvale,PA,Pennsylvania,Eastvale PA
23544,Plaza,ND,North Dakota,Plaza ND
23545,Jackson Center,PA,Pennsylvania,Jackson Center PA
23546,Garrison,MN,Minnesota,Garrison MN
23547,Arriba,CO,Colorado,Arriba CO
23548,Nunam Iqua,AK,Alaska,Nunam Iqua AK
23549,South English,IA,Iowa,South English IA
23550,Kell,IL,Illinois,Kell IL
23551,Cantril,IA,Iowa,Cantril IA
23552,Low Moor,VA,Virginia,Low Moor VA
23553,South Lima,NY,New York,South Lima NY
23554,Curran,IL,Illinois,Curran IL
23555,Bynum,TX,Texas,Bynum TX
23556,Rio,IL,Illinois,Rio IL
23557,Elliston,MT,Montana,Elliston MT
23558,Monroe,OK,Oklahoma,Monroe OK
23559,Oakdale,TN,Tennessee,Oakdale TN
23560,Geddes,SD,South Dakota,Geddes SD
23561,Dubois,IN,Indiana,Dubois IN
23562,Topaz Lake,NV,Nevada,Topaz Lake NV
23563,Penelope,TX,Texas,Penelope TX
23564,Malden,WA,Washington,Malden WA
23565,Sumpter,OR,Oregon,Sumpter OR
23566,Falls View,WV,West Virginia,Falls View WV
23567,Denton,NE,Nebraska,Denton NE
23568,Albin,WY,Wyoming,Albin WY
23569,Glenwood,MO,Missouri,Glenwood MO
23570,Ramona,SD,South Dakota,Ramona SD
23571,New Leipzig,ND,North Dakota,New Leipzig ND
23572,New Minden,IL,Illinois,New Minden IL
23573,Browndell,TX,Texas,Browndell TX
23574,Jacksonville,VT,Vermont,Jacksonville VT
23575,Elizabeth,IN,Indiana,Elizabeth IN
23576,Adona,AR,Arkansas,Adona AR
23577,Knox City,MO,Missouri,Knox City MO
23578,Napeague,NY,New York,Napeague NY
23579,Gail,TX,Texas,Gail TX
23580,Chapman,PA,Pennsylvania,Chapman PA
23581,Woden,IA,Iowa,Woden IA
23582,Verona,IL,Illinois,Verona IL
23583,Port Royal,VA,Virginia,Port Royal VA
23584,Kempton,IL,Illinois,Kempton IL
23585,Milton Mills,NH,New Hampshire,Milton Mills NH
23586,Milford,CA,California,Milford CA
23587,Black Butte Ranch,OR,Oregon,Black Butte Ranch OR
23588,Reydon,OK,Oklahoma,Reydon OK
23589,Salt Point,NY,New York,Salt Point NY
23590,Aurora,WV,West Virginia,Aurora WV
23591,Malta,ID,Idaho,Malta ID
23592,Mineral,WA,Washington,Mineral WA
23593,Schoenchen,KS,Kansas,Schoenchen KS
23594,Lake Bronson,MN,Minnesota,Lake Bronson MN
23595,Sylvia,KS,Kansas,Sylvia KS
23596,Stollings,WV,West Virginia,Stollings WV
23597,Slaughters,KY,Kentucky,Slaughters KY
23598,Palmer,IL,Illinois,Palmer IL
23599,Leipsic,DE,Delaware,Leipsic DE
